"x","y","species","presence"
-70.750139326,1.749860744,"myrcia_albidotomentosa",1
-70.250139328,1.749860744,"myrcia_albidotomentosa",1
-69.75013933,1.749860744,"myrcia_albidotomentosa",1
-69.250139332,1.749860744,"myrcia_albidotomentosa",1
-68.750139334,1.749860744,"myrcia_albidotomentosa",1
-68.250139336,1.749860744,"myrcia_albidotomentosa",1
-67.750139338,1.749860744,"myrcia_albidotomentosa",1
-67.25013934,1.749860744,"myrcia_albidotomentosa",1
-65.750139346,1.749860744,"myrcia_albidotomentosa",1
-64.75013935,1.749860744,"myrcia_albidotomentosa",1
-64.250139352,1.749860744,"myrcia_albidotomentosa",1
-63.750139354,1.749860744,"myrcia_albidotomentosa",1
-62.25013936,1.749860744,"myrcia_albidotomentosa",1
-61.750139362,1.749860744,"myrcia_albidotomentosa",1
-59.250139372,1.749860744,"myrcia_albidotomentosa",1
-58.250139376,1.749860744,"myrcia_albidotomentosa",1
-72.750139318,1.249860746,"myrcia_albidotomentosa",1
-71.250139324,1.249860746,"myrcia_albidotomentosa",1
-70.750139326,1.249860746,"myrcia_albidotomentosa",1
-70.250139328,1.249860746,"myrcia_albidotomentosa",1
-69.75013933,1.249860746,"myrcia_albidotomentosa",1
-67.25013934,1.249860746,"myrcia_albidotomentosa",1
-65.750139346,1.249860746,"myrcia_albidotomentosa",1
-65.250139348,1.249860746,"myrcia_albidotomentosa",1
-64.75013935,1.249860746,"myrcia_albidotomentosa",1
-64.250139352,1.249860746,"myrcia_albidotomentosa",1
-63.750139354,1.249860746,"myrcia_albidotomentosa",1
-63.250139356,1.249860746,"myrcia_albidotomentosa",1
-62.25013936,1.249860746,"myrcia_albidotomentosa",1
-59.250139372,1.249860746,"myrcia_albidotomentosa",1
-58.750139374,1.249860746,"myrcia_albidotomentosa",1
-58.250139376,1.249860746,"myrcia_albidotomentosa",1
-57.750139378,1.249860746,"myrcia_albidotomentosa",1
-73.250139316,0.749860747999996,"myrcia_albidotomentosa",1
-72.750139318,0.749860747999996,"myrcia_albidotomentosa",1
-70.750139326,0.749860747999996,"myrcia_albidotomentosa",1
